Customer,Order,Time,Quantity,PricePerLb,CostPerLb,LagPrice
21,0,5,0.915,2.295081967,1.779414286,3.560830861
21,0,15.14285714,1.755,3.247863248,2.65,2.676056338
21,0,4.857142857,2.59372,3.569390682,2.612224517,3.247863248
21,0,7,0.69196,2.854211226,2.052536203,2.959866221
21,0,5,0.10224,2.836463224,1.62125,2.854211226
21,1,3.428571429,0.448,3.625,2.65,3.321155762
21,0,8.428571429,0.36504,2.342209073,1.890928571,3.625
21,0,1.714285714,0.36504,2.342209073,1.94,2.342209073
21,0,13.85714286,0.3088,2.849740933,1.911828947,2.342209073
22,0,3.285714286,0.528,2.575757576,1.728333333,2.602139225
22,0,0.428571429,0.279,2.849462366,1.756410256,2.97752809
22,1,2.714285714,0.1725,3.4,1.79,3.254635352
22,0,1.285714286,0.6356,2.601478918,1.76294141,3.4
22,0,1.142857143,0.135,2.6,1.92,2.6
22,0,0.857142857,1.33818,2.87853652,2.124,2.571860817
22,1,2,0.82334,2.332207836,1.778155076,2.87853652
22,0,2.428571429,0.0661,2.571860817,1.83,2.777777778
22,1,0.071428571,0.357,2.400560224,1.8,2.571860817
22,0,0.571428571,1.4136,2.500707414,1.869408779,3.0071611
22,0,0.857142857,0.4514,2.403633141,1.06,3.177624835
22,1,2.142857143,0.2439,3.013530135,1.692472325,3.016688062
22,0,0.285714286,0.3252,2.890528905,1.714125859,3.013530135
22,0,2.428571429,3.3129,3.599867186,2.422909586,2.890528905
22,1,0.142857143,0.20424,2.397179789,1.86625,2.494064891
22,1,0.071428571,0.3629,2.733535409,1.7250372,2.397179789
22,1,1.142857143,0.8112,2.417714497,1.680275374,2.733535409
22,0,0.571428571,0.112,2.75,1.66887,2.417714497
22,0,1.571428571,1.88735,2.221633507,1.682929239,3.258426966
22,0,0.142857143,0.36952,2.541134445,1.658983546,2.309441187
22,0,0.714285714,1.78231,3.815273437,2.03058873,2.910741126
22,0,1,1.53768,3.316684876,2.6,3.2
22,0,0.142857143,1.20544,3.318290417,2.531183634,3.103741497
22,0,0.857142857,0.2272,2.601232394,1.77,3.318290417
22,0,0.071428571,0.4655,2.627282492,1.618689581,2.807283763
22,0,4.285714286,1.414,2.574257426,1.94596959,3.23699422
22,1,0.071428571,0.1322,2.874432678,1.88,2.874432678
22,0,0.428571429,1.1208,2.5710207,1.940879612,2.97752809
23,1,3.142857143,0.1998,2.702702703,1.755333333,8.888888889
23,0,9.285714286,0.1692,4.352836879,2.359688889,5.446927374
24,1,0.142857143,3.3,2.16,1.7,2.26
24,0,1.142857143,3.558,2.16,1.7,2.16
24,0,0.071428571,1.686,2.26,1.62,2.26
24,0,7.857142857,3,2.26,1.657785714,2.26
24,0,6.285714286,0.04164,4.322766571,1.55,2.26
24,1,0.142857143,4.3572,2.066317819,1.560784689,4.322766571
24,0,3,0.02736,5,2.471,2.066317819
24,1,0.714285714,1.654,2.35,1.9,5
24,0,2,4.50461,1.849995893,1.606217875,2.35
24,1,1.857142857,0.31752,2.259826153,1.807489583,1.849995893
25,0,63,2.5488,3.48477715,2.48,3.135813149
25,0,0.142857143,2.80832,3.914368733,2.229390383,3.48477715
25,0,2.428571429,0.93002,3.630007957,1.704231737,3.914368733
26,0,0.428571429,0.69854,2.641938901,1.665473702,3.468890412
26,0,17.57142857,2.8858,2.559082404,1.776033388,2.041543027
26,0,0.071428571,0.46303,2.077619161,1.713566763,2.559082404
26,1,4.714285714,0.114,2.964912281,1.772517857,2.061586639
26,0,6.142857143,0.61,2.84,1.8,2.964912281
27,1,2.285714286,0.22592,4.07223796,3.083333334,2.277777778
27,1,9.714285714,0.0336,4.583333333,1.672078125,4.07223796
27,0,0.285714286,0.2964,2.98245614,2.0575,4.583333333
27,0,6,0.228,4.605263158,2.683333333,2.98245614
27,1,6.428571429,0.42,2.266666667,1.801363636,4.605263158
27,0,7.142857143,0.798,3.464912281,2.6893125,2.266666667
28,1,3.142857143,0.45613,2.800517396,1.941226557,2.673040668
28,0,3.142857143,0.55349,2.916041844,1.907153878,2.800517396
28,0,1.857142857,0.91488,2.531479538,1.796318182,2.916041844
28,1,2.285714286,0.112,2.607142857,1.675652174,2.712053571
28,0,12.71428571,0.1748,2.505720824,1.758085761,2.731387545
28,0,0.071428571,0.15966,3.457346862,2.695,3.454415954
28,0,1.857142857,0.2722,3.254959589,2.54525349,3.457346862
28,1,6,0.07225,5.882352941,2.867142857,3.254959589
28,0,14.14285714,0.0689,3.51233672,1.65,2.971576227
28,0,3,0.26916,2.813939664,1.706959339,3.51233672
28,0,1.285714286,0.46772,2.907722569,1.89920151,3.014805808
28,1,7,0.61424,2.551120083,1.746147735,2.907722569
29,0,6.142857143,0.785,2.35,1.97,2.18
30,0,0.428571429,0.30956,3.672955162,2.452787356,5.882352941
30,1,6.857142857,0.0902,2.84368071,1.788875,5.439709882
30,0,27.71428571,0.84856,1.872584143,1.690234526,2.84368071
30,0,0.571428571,1.345,2.05,1.677777208,3.854601362
30,0,3.142857143,0.1072,3.311567164,1.644735075,2.05
30,1,11,0.0468,4.487179487,1.68125,8.547008547
31,0,41,6,1.95,1.690255952,3.190312627
31,0,19.14285714,0.8456,1.939451277,1.76145,1.95
31,0,20,1.79,2.46,2.178333333,1.939451277
31,0,5.285714286,0.296,3.378378378,2.72,2.46
31,0,5.571428571,2.13,2.45,1.9,3.378378378
31,1,0.142857143,0.976,0.78,0.69,2.45
31,0,9.857142857,7.235,2.26,2.02,0.78
31,1,0.071428571,1.18542,2.196689781,1.729995951,2.26
31,0,1.142857143,0.09,2.26,2.02,2.196689781
32,1,1.428571429,0.4282,3.419430173,1.71,2.305721606
32,0,1.571428571,0.8094,2.34741784,1.506,3.419430173
32,0,0.071428571,2.19642,2.330861129,1.622547864,2.34741784
32,0,1.857142857,0.446,2.446748879,1.63,2.330861129
32,0,7.142857143,0.446,2.446748879,1.629,7.065217391
33,0,0.857142857,0.27899,2.943653894,1.781955984,2.658823529
33,0,15.28571429,0.18254,2.843212447,1.678661115,3.077262693
33,1,5,0.127,2.480314961,0.95,5.252456794
34,1,0.071428571,0.06474,3.012820513,1.773611111,2.798776758
34,1,5,1.188,2.339015152,1.7628125,3.012820513
34,0,2,0.5256,4.04109589,2.28,2.339015152
34,1,7.714285714,0.17138,4.476893453,2.663867137,4.04109589
34,1,5.571428571,0.4644,3.195521103,1.703770026,4.476893453
35,1,5.285714286,0.22303,2.999596467,1.203564184,2.636756177
35,1,6.285714286,0.2091,2.596843616,1.71,2.483112334
35,0,0.071428571,0.1496,2.740641711,1.728529412,2.596843616
35,1,2.857142857,0.3095,2.504038772,1.91,2.617294499
35,0,1.428571429,0.79538,2.339762126,1.705109062,2.504038772
35,1,0.142857143,0.35555,3.124736324,1.569753902,5.461165049
35,0,8.428571429,0.52495,2.326888275,1.690588813,2.493966211
35,0,0.071428571,0.4477,2.694884968,1.731951977,3.385579937
35,0,1.428571429,0.1056,2.840909091,1.479584375,2.665805958
35,0,0.071428571,0.27963,2.896684905,1.554298232,2.840909091
35,0,3,0.072,3.402777778,1.75,2.782087447
35,1,2.142857143,0.16727,2.624499313,1.9768,2.338593974
35,1,0.142857143,0.16727,2.624499313,1.9768,2.624499313
35,0,1.142857143,3.65422,2.94180427,2.340825243,2.624499313
35,0,5.857142857,0.83914,2.758776843,1.906581143,2.94180427
35,1,0.142857143,0.15054,2.45781852,1.71,2.758776843
35,1,2,0.454,2.894273128,2.070073862,2.45781852
35,1,2.142857143,0.20431,3.333170183,1.869096961,2.840386385
35,0,0.142857143,0.30436,2.874885005,2.21,3.333170183
35,1,3,0.0684,2.814327485,1.897692307,2.874885005
35,0,0.571428571,0.18798,3.330141504,1.905128205,2.814327485
35,0,0.285714286,0.0684,3.801169591,1.92,3.330141504
35,0,0.071428571,0.02112,5.445075758,1.59,3.801169591
35,0,5.142857143,0.1115,4.753363229,2.831635714,3.139612559
36,0,2.714285714,1.45488,3.971461564,2.223333333,5.189829328
36,0,5.142857143,1.152,2.09,1.76,3.971461564
36,0,10.71428571,3.44189,3.009974171,1.866950667,2.09
36,0,1.142857143,2.43584,3.048640305,1.449684978,3.009974171
36,0,0.142857143,0.91248,3.353498159,0.84,1.957512185
36,1,0.857142857,1.59196,3.265283047,2.423121121,3.353498159
36,0,0.071428571,1.03168,3.729412221,2.659203506,3.265283047
36,1,1.142857143,1.46554,3.621873166,2.596333093,3.729412221
36,1,2.142857143,0.14861,3.869187807,2.031,3.621873166
36,0,0.285714286,2.01828,2.093763006,1.745529977,3.869187807
36,1,0.571428571,0.24669,3.595605821,2.109557153,2.093763006
36,0,1.285714286,0.561,3.939393939,1.46318481,3.595605821
36,0,1.571428571,5.581,3.45816162,2.499002558,2.980154502
36,0,0.142857143,2.22452,6.425655872,5.35,3.145262497
36,0,0.071428571,5.88859,4.935009909,3.49593665,5.065285907
36,0,0.071428571,0.76059,3.200147254,2.348369527,6.433408578
36,1,0.428571429,0.35446,3.678948259,2.409659482,3.200147254
36,1,0.071428571,0.2487,3.317249698,1.944484576,2.702475077
36,1,0.285714286,0.7875,4.543174603,3.217823452,3.317249698
36,0,0.857142857,1.47716,5.233691679,2.945054931,4.543174603
36,0,0.857142857,1.06344,3.051982246,2.049714261,5.233691679
36,0,0.428571429,0.13391,2.636098872,1.684471621,3.051982246
36,0,0.714285714,0.49876,3.967840244,3.047624146,2.980154502
36,1,1,0.22028,3.341202106,1.853809886,3.967840244
36,1,0.714285714,0.375,4.4,2.814329446,3.341202106
36,1,2,0.03632,6.778634361,2.090287588,4.4
36,1,1,0.4186,3.917821309,2.61,6.778634361
36,0,0.142857143,0.76263,3.60332009,2.220134666,3.917821309
36,0,0.071428571,2.45991,2.979275665,2.090344629,3.60332009
36,1,0.142857143,0.08731,3.25277746,1.760974796,2.979275665
36,0,0.428571429,2.74256,2.931567587,2.425587131,5.390907872
36,0,0.071428571,2.74256,3.482877312,2.425587131,2.931567587
36,0,3,0.46895,4.585243629,3.336057575,3.482877312
36,1,0.071428571,0.75595,4.968582578,3.475314902,4.585243629
36,0,0.285714286,3.32084,3.602100673,2.5990297,4.968582578
36,0,1,4.18575,3.792629756,2.562951542,7.083333333
36,0,1.857142857,0.36,3.166666667,1.775833333,3.792629756
36,0,0.714285714,0.33704,7.005103252,4.335961538,3.166666667
36,0,1,1.8331,4.18089575,3.285214118,7.005103252
36,0,0.071428571,0.0176,2.5,1.76,4.18089575
36,0,0.857142857,0.16253,3.962345413,2.431509155,2.5
36,1,0.428571429,0.25604,4.182159038,2.357511324,3.962345413
36,0,2,0.78564,4.101115015,2.576901961,4.182159038
36,0,8.857142857,1.27584,5.793829947,5.693675,4.101115015
36,0,0.142857143,1.27584,5.793829947,5.693675,5.793829947
36,1,0.571428571,1.78516,2.959510632,2.26,5.793829947
36,0,0.428571429,0.01653,9.074410163,2.289374997,2.959510632
37,0,82.57142857,0.34258,4.50113842,2.95,3.570603634
37,1,1.857142857,0.42867,3.858445891,2.077219073,4.50113842
37,1,0.071428571,0.05404,3.774981495,1.78,3.858445891
37,0,0.071428571,0.50159,2.473932893,1.750904115,3.774981495
37,1,1.142857143,0.08824,3.195829556,1.69,2.473932893
37,0,0.714285714,0.12041,4.733826094,2.589843036,3.195829556
37,0,2.428571429,0.18375,3.619047619,1.699823129,4.507140674
37,1,0.285714286,0.13404,4.043569084,1.829510594,3.619047619
38,0,6.714285714,1.1468,2.877572375,2.29,3.890229192
38,0,0.857142857,0.4192,3.266937023,2.289838319,3.33861531
38,1,1.285714286,0.08856,3.25203252,2.5,3.156734367
38,0,2,0.045,4.494444444,2.5,2.877732405
39,1,4.714285714,0.47332,2.592326544,1.579517164,3.217558065
39,0,9.285714286,0.12604,4.347826087,2.57799129,2.592326544
39,1,4.142857143,0.60088,2.183464252,1.6829094,4.347826087
39,1,0.071428571,0.25774,4.182509506,2.483462404,2.128378378
39,0,12.71428571,0.11018,3.494282084,2.35,3.157894737
39,1,0.142857143,0.15977,2.522375915,1.674730769,3.494282084
39,0,9.857142857,0.23081,3.78883064,2.074906348,2.522375915
39,0,3.714285714,0.35508,4.132927791,2.249465241,3.78883064
39,0,0.428571429,0.0203,9.950738916,2.44540434,4.132927791
39,1,3.142857143,0.23122,2.529236225,1.80085676,9.950738916
39,0,3.714285714,0.0545,4.816513762,2.50521611,2.529236225
39,1,2.142857143,0.22987,3.127854875,2.186706834,4.816513762
39,1,0.142857143,0.01236,5.218446602,2.554551829,3.127854875
39,0,0.714285714,0.05826,4.647270855,2.514119465,5.218446602
39,0,3.714285714,0.11164,2.463274812,1.815506987,4.647270855
39,1,0.142857143,0.01935,6.472868217,2.52,2.463274812
39,1,3.142857143,0.30011,2.285362034,1.947367632,6.472868217
39,0,0.071428571,0.01017,7.374631268,1.88,2.285362034
40,0,4.714285714,0.06892,2.321532211,1.59,1.991746196
40,0,11.42857143,3.3052,3.770022994,2.406666667,2.321532211
40,0,0.857142857,0.868,6.048387097,3.06,3.770022994
40,1,8.285714286,0.98,2.4,2.15,6.048387097
40,0,0.857142857,3.51,2.146723647,1.783545455,2.4
40,0,6.571428571,0.11,4.363636364,2.9125,2.146723647
40,0,0.071428571,0.0844,4.32464455,2.85,4.363636364
41,0,11,0.29552,3.629195994,2.000008121,4.473334731
41,1,4.714285714,0.0789,2.88973384,1.878897338,3.214940947
42,1,3.142857143,0.76043,2.4225767,2.209394187,7.246376812
42,0,2,0.1066,2.75140713,2.702806084,2.4225767
42,1,0.571428571,0.21904,2.094548941,1.596971786,4.384137427
42,0,2.285714286,0.02206,2.097914778,1.645437502,2.094548941
42,1,0.714285714,0.10918,3.92690969,3.259937718,2.097914778
42,0,3.142857143,0.13,3.05,2.476533333,3.92690969
42,0,2.142857143,0.17356,4.32075363,3.444731505,3.05
42,0,4.714285714,0.1118,3.722271914,2.670336315,4.32075363
42,1,17.28571429,0.06404,3.747657714,3.56,3.722271914
42,1,5,0.171,3.45,2.87,3.747657714
42,0,0.714285714,0.0499548,4.371151521,3.395892287,3.45
42,1,0.071428571,0.0685,4.178394161,2.87,4.371151521
43,1,11.85714286,0.5297,3.162167265,1.6156,2.816326531
44,0,7.857142857,0.72,6.458333333,3.137364865,3.503184713
44,0,11,2.69592,5.282055847,4.22,4.35
44,0,5,0.13773,4.574166848,3.77,5.282055847
44,1,1.142857143,0.12844,3.850046714,1.4325,4.930966469
44,0,2.714285714,0.1285,4.449416342,4.1685,3.850046714
44,0,2,2.2206,4.48527425,4.25,4.449416342
44,1,0.857142857,0.01148,6.968641115,3.37,4.48527425
44,0,0.857142857,0.4019,3.421249067,2.366614583,6.968641115
45,0,4.142857143,0.2296,2.369337979,1.62,2.754098361
45,0,30,0.12632,3.400094997,1.98,2.369337979
46,0,9,0.05616,3.11965812,1.75,2.492877493
46,1,7.428571429,0.095,2.52631579,1.62,3.11965812
46,0,0.714285714,0.08268,3.459119497,1.82,2.52631579
46,0,0.142857143,0.237,2.41350211,2,3.459119497
46,1,5.285714286,0.254,2.716535433,1.707307692,3.24937811
46,1,2.142857143,0.1274,2.7,1.75,2.716535433
47,0,6.428571429,0.17959,2.58839579,1.696552147,2.456243542
47,1,10.57142857,0.12268,2.753505054,1.726168895,2.58839579
47,1,8.857142857,0.223,2.676233184,1.728321973,2.753505054
47,1,0.142857143,0.39934,3.405619272,2.36821592,2.795698925
47,1,5.428571429,0.40388,3.419332475,2.36,3.405619272
47,1,0.071428571,0.02636,2.617602428,1.62,3.419332475
48,0,0.571428571,0.27214,4.86881752,2.349219431,4.440161438
48,0,2.142857143,0.09636,4.856787049,1.824383562,4.86881752
48,1,8.714285714,0.24796,5.30730763,1.945279594,4.835367258
48,0,1.571428571,0.07478,4.680395828,1.862249265,5.30730763
49,0,30.42857143,0.3686,2.441671188,1.55,2.247807018
49,1,0.285714286,5.4315,2.267513578,1.701425502,2.996076566
49,0,0.571428571,9.07098,2.516817367,1.777647524,2.8369969
49,0,0.285714286,0.0864,3.125,1.4561875,2.516817367
49,0,0.071428571,0.18776,3.025138475,1.659595228,3.125
50,1,1.142857143,0.2104,2.590304183,1.754666667,3.25794621
50,0,17.14285714,0.1472,3.019701087,1.837717391,2.590304183
50,0,14.14285714,0.335,2.749253731,1.694358209,2.753153768
50,0,0.071428571,0.2272,2.750880282,1.774,2.749253731
50,1,0.428571429,0.0421,4.097387173,1.8,2.750880282
50,0,20.57142857,0.2156,2.643784787,1.65,4.097387173
50,0,1.142857143,0.1675,2.462686567,1.879653731,2.398568019
51,1,0.714285714,0.0288,3.298611111,1.83,4.017699115
51,1,1.285714286,0.34176,2.545646067,1.62,4.017699115
51,1,0.071428571,0.08368,2.868068834,1.84,2.545646067
51,1,0.571428571,2.0502,2.271022339,1.819757097,2.868068834
51,0,0.428571429,0.061,2.754098361,1.83,2.271022339
51,0,0.071428571,0.00984,2.642276423,1.7884375,3.375337534
51,1,0.142857143,0.0375,2.986666667,1.945,3.308063405
51,1,1,0.05272,2.503793627,1.772346153,2.986666667
51,0,0.285714286,0.22586,2.506065704,1.697254192,3.04
51,0,1.857142857,0.01232,4.464285714,1.70125,2.506065704
51,0,1.285714286,0.05826,2.523171988,1.82,3.135888502
51,0,4.142857143,0.40903,2.309366061,1.701602323,3.21888412
51,0,0.071428571,0.72272,2.835122869,1.70076982,2.309366061
51,0,0.571428571,0.0276,2.572463768,1.755181819,2.835122869
51,1,25.42857143,0.097,3.298969072,1.860321429,2.572463768
51,0,1.571428571,0.3374,2.774155305,1.809572935,3.33846944
52,0,12.14285714,0.21,2.647619048,2.03846,3.371202766
52,0,0.071428571,1.06468,2.342487884,1.9,3.571428571
52,0,4,0.11881,2.731251578,1.812045455,2.405783361
52,0,7.428571429,0.1057,2.696310312,1.872,2.731251578
52,1,3,0.168,3,1.65378721,2.303190485
52,0,1.857142857,0.10832,2.599704579,1.6,3
52,0,0.142857143,0.12788,2.795198624,1.66665624,2.599704579
52,0,11.14285714,1.06664,2.38880972,1.83343414,2.795198624
52,0,5,3.2034,2.354922894,2.09,2.38880972
52,1,9,0.22752,2.285513362,1.97,2.354922894
52,0,0.071428571,0.7066,2.099915086,1.75,2.285513362
52,0,0.142857143,0.574,2.076097561,1.72,2.099915086
53,0,2.571428571,0.9324,2.80995281,1.78211533,2.461817134
53,1,1.857142857,0.69738,2.40399782,1.658007399,2.767883212
53,0,2.714285714,0.137,2.773722628,1.7825,2.40399782
53,0,18.57142857,0.171,3.102339181,2.29,2.773722628
54,0,0.428571429,0.471698113,2.385,1.913033822,3.630457629
54,1,16,0.058000001,3.4482758,2.844581232,2.385
54,0,4.714285714,0.6318,3.4662868,2.65,3.421996414
54,1,12.57142857,0.2912,3.997252747,2.731052632,3.559221281
54,1,11,0.42528,3.644657637,2.315483446,4.001833601
55,0,11.42857143,0.04452,4.716981132,1.73,2.837102178
55,0,19,0.31977,2.234574851,1.296765488,2.551744186
55,0,0.071428571,0.06969,2.654613287,1.64,2.234574851
56,0,8.142857143,0.0384,4.392708333,1.63290625,5.799256506
57,1,28.42857143,0.735,3.32,2.5,5.89569161
57,0,30.57142857,0.41826,3.111103142,1.820717257,3.32
57,1,5.142857143,1.1652,2.100068658,1.93,3.111103142
57,0,0.285714286,1.184,2.28125,1.829,2.100068658
57,1,1.857142857,0.096,2.75,1.9,2.28125
57,1,2.857142857,1.088,2.175,2.01,2.75
57,0,3.142857143,0.044967,5.384615385,2.29,2.175
58,0,25.28571429,0.4194,2.718168813,1.731030303,3.766025641
58,1,1.714285714,0.58045,2.35162374,1.675909091,2.718168813
58,1,16.28571429,0.0992,3.588709677,1.794139785,2.35162374
58,0,1.857142857,0.11112,3.671706264,1.89388049,3.588709677
58,1,7.857142857,0.7666,2.419775633,1.806447159,3.671706264
58,0,0.071428571,0.8126,2.410780212,1.7911473,2.419775633
59,0,4.142857143,0.03524,2.27014756,1.682777778,3.480278422
59,0,0.857142857,0.54225,4.011065007,2.814329446,2.507095554
59,1,0.714285714,0.72,3.611111111,2.193150685,3.448818072
59,1,12,0.03285,3.97260274,1.891716895,3.611111111
59,0,2.428571429,0.01057,3.784295175,1.95,3.97260274
60,1,6.714285714,0.08675,4.380403458,2.8,5
60,1,4.142857143,0.07026,2.93196698,1.568765384,4.380403458
60,0,2.857142857,0.52624,2.64708118,1.57534623,2.93196698
60,1,1.285714286,0.17565,2.426700826,1.72,2.64708118
60,0,4,0.26374,3.9811936,2.94,2.426700826
60,1,0.071428571,0.05781,2.729631552,1.438607507,2.69010043
60,1,7.142857143,0.22652,2.714992054,1.98,2.729631552
60,0,3.857142857,0.15479,4.173396214,2.363796111,2.714992054
60,1,9,0.42728,3.571428571,2.49286103,4.173396214
60,0,3.142857143,0.188,3.888297872,1.212340426,3.571428571
60,0,0.857142857,0.13187,5.293091681,2.94,3.888297872
60,0,9,0.132,5.95,3.858958333,5.293091681
61,0,27.42857143,0.108,3.888888889,1.83,3.555555556
61,0,31,0.2324,2.677710843,1.795025323,3.888888889
61,0,1,0.02496,3.365384615,1.690093229,2.677710843
61,1,2.714285714,0.30435,3.123049121,1.209788073,3.365384615
61,0,1,0.00516,4.651162791,1.676857151,3.123049121
61,1,1.285714286,0.6072,2.509090909,1.690227226,4.651162791
62,0,1.571428571,0.11275,5.56097561,3.276817167,3.356498595
62,0,10.28571429,0.18664,3.005786541,1.677417792,2.194786594
62,0,2.571428571,0.05551,2.774274905,1.6946875,3.005786541
62,1,1.285714286,0.18328,2.305761676,1.71709967,2.774274905
62,0,19.71428571,0.01321,2.498107494,1.81402941,2.305761676
63,1,0.571428571,0.648,2.291666667,1.39,2.973362131
63,1,6.285714286,0.15,2.4,1.709466667,5.975274725
63,1,10.85714286,0.061,2.540983607,1.753961112,2.4
63,1,5.714285714,0.08357,2.931674046,1.575238095,4.029605263
63,1,0.285714286,0.2106,4.012345679,2.65,2.639965187
64,1,0.071428571,0.616,2.657142857,1.782615385,2.953586498
64,0,1.571428571,0.42,2.514285714,1.765,2.657142857
64,1,0.571428571,0.23796,2.395360565,1.55,2.514285714
64,0,1.285714286,0.1436,2.896935933,1.82,2.395360565
64,0,3.142857143,0.14112,3.734410431,1.92902605,2.404897245
64,0,1.142857143,0.18,4.333333333,3.09,2.904483431
64,0,4.142857143,1.3911,2.19826037,1.319078024,2.680210863
64,1,0.285714286,1.43004,2.251685268,1.76551523,2.19826037
64,0,1.428571429,1.512,2.103174603,1.673981818,2.251685268
64,1,7.571428571,0.3159,3.007280785,2.65,2.357192945
64,1,5,0.50178,2.098529236,1.7378,2.099612412
64,0,5,0.2088,3.591954023,2.14,2.098529236
64,0,1.714285714,0.4176,3.735632184,2.284375,3.591954023
65,1,0.071428571,1.09484,3.234627891,1.659897337,2.49978958
65,0,2.857142857,0.94565,2.469201079,1.826876857,2.498688353
65,0,3.142857143,0.64155,2.41524433,1.830273556,2.469201079
