"ConsumerId","ChoiceSetId","AlternativeIdInSet","Choice","Brand","Size","Storage","Ram","Battery","Price"
2,17,3,0,"Surface","sz7inch","st16gb","r1gb","b7h","p499"
2,18,1,0,"Surface","sz8inch","st32gb","r1gb","b8h","p299"
2,18,2,1,"iPad","sz10inch","st64gb","r2gb","b7h","p299"
2,18,3,0,"Galaxy","sz7inch","st32gb","r4gb","b9h","p169"
2,19,1,0,"Nexus","sz8inch","st128gb","r2gb","b8h","p499"
2,19,2,1,"iPad","sz9inch","st32gb","r4gb","b9h","p199"
2,19,3,0,"Galaxy","sz10inch","st16gb","r1gb","b8h","p399"
2,20,1,0,"Kindle","sz8inch","st64gb","r2gb","b9h","p299"
2,20,2,1,"iPad","sz9inch","st64gb","r4gb","b8h","p399"
2,20,3,0,"Surface","sz10inch","st16gb","r2gb","b7h","p169"
2,21,1,0,"Kindle","sz9inch","st16gb","r4gb","b7h","p499"
2,21,2,0,"Nexus","sz10inch","st128gb","r1gb","b9h","p499"
2,21,3,1,"Nexus","sz7inch","st128gb","r4gb","b8h","p199"
2,22,1,1,"Galaxy","sz8inch","st32gb","r1gb","b9h","p399"
2,22,2,0,"Kindle","sz10inch","st32gb","r1gb","b8h","p299"
2,22,3,0,"Surface","sz7inch","st64gb","r2gb","b8h","p199"
2,23,1,0,"Nexus","sz9inch","st16gb","r2gb","b9h","p299"
2,23,2,1,"iPad","sz7inch","st128gb","r4gb","b7h","p399"
2,23,3,0,"Surface","sz8inch","st64gb","r1gb","b7h","p169"
2,24,1,0,"Surface","sz10inch","st128gb","r4gb","b9h","p199"
2,24,2,1,"Kindle","sz9inch","st64gb","r2gb","b7h","p499"
2,24,3,0,"iPad","sz7inch","st16gb","r1gb","b8h","p169"
2,25,1,0,"Galaxy","sz8inch","st32gb","r1gb","b8h","p199"
2,25,2,0,"Nexus","sz9inch","st128gb","r4gb","b7h","p399"
2,25,3,1,"iPad","sz8inch","st16gb","r2gb","b9h","p499"
2,26,1,0,"Kindle","sz9inch","st16gb","r1gb","b7h","p199"
2,26,2,1,"Galaxy","sz7inch","st64gb","r2gb","b8h","p169"
2,26,3,0,"Nexus","sz8inch","st32gb","r1gb","b9h","p299"
2,27,1,0,"Galaxy","sz7inch","st32gb","r4gb","b7h","p299"
2,27,2,0,"Kindle","sz10inch","st32gb","r2gb","b9h","p399"
2,27,3,1,"iPad","sz10inch","st64gb","r4gb","b8h","p169"
2,28,1,1,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
2,28,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
2,28,3,0,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
2,29,1,0,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
2,29,2,1,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
2,29,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
2,30,1,0,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
2,30,2,1,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
2,30,3,0,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
3,31,1,1,"Kindle","sz7inch","st16gb","r4gb","b7h","p169"
3,31,2,0,"Nexus","sz8inch","st64gb","r1gb","b8h","p399"
3,31,3,0,"Surface","sz10inch","st32gb","r2gb","b9h","p499"
3,32,1,0,"Nexus","sz7inch","st32gb","r1gb","b8h","p499"
3,32,2,1,"Galaxy","sz9inch","st128gb","r2gb","b7h","p199"
3,32,3,0,"iPad","sz8inch","st128gb","r4gb","b9h","p299"
3,33,1,1,"iPad","sz9inch","st16gb","r1gb","b9h","p169"
3,33,2,0,"Kindle","sz8inch","st32gb","r2gb","b7h","p499"
3,33,3,0,"Surface","sz10inch","st64gb","r4gb","b8h","p299"
3,34,1,0,"Galaxy","sz9inch","st16gb","r4gb","b7h","p399"
3,34,2,1,"Kindle","sz10inch","st64gb","r1gb","b9h","p199"
3,34,3,0,"Surface","sz7inch","st128gb","r2gb","b8h","p199"
3,35,1,0,"iPad","sz10inch","st32gb","r1gb","b8h","p169"
3,35,2,1,"Nexus","sz9inch","st128gb","r4gb","b7h","p299"
3,35,3,0,"Galaxy","sz7inch","st16gb","r2gb","b9h","p399"
3,36,1,0,"Surface","sz8inch","st64gb","r4gb","b7h","p399"
3,36,2,1,"Galaxy","sz10inch","st16gb","r1gb","b9h","p199"
3,36,3,0,"iPad","sz7inch","st128gb","r2gb","b8h","p299"
3,37,1,0,"Nexus","sz8inch","st64gb","r2gb","b8h","p169"
3,37,2,0,"Kindle","sz9inch","st128gb","r1gb","b9h","p499"
3,37,3,1,"Surface","sz9inch","st32gb","r4gb","b7h","p199"
3,38,1,1,"Nexus","sz8inch","st16gb","r2gb","b8h","p169"
3,38,2,0,"iPad","sz7inch","st32gb","r4gb","b9h","p399"
3,38,3,0,"Galaxy","sz10inch","st32gb","r1gb","b7h","p299"
3,39,1,1,"Kindle","sz9inch","st16gb","r2gb","b8h","p299"
3,39,2,0,"iPad","sz7inch","st64gb","r4gb","b7h","p499"
3,39,3,0,"Galaxy","sz10inch","st128gb","r1gb","b8h","p399"
3,40,1,0,"Nexus","sz9inch","st32gb","r4gb","b9h","p199"
3,40,2,1,"Surface","sz10inch","st64gb","r2gb","b9h","p169"
3,40,3,0,"Surface","sz8inch","st16gb","r1gb","b7h","p199"
3,41,1,0,"Kindle","sz10inch","st64gb","r2gb","b7h","p299"
3,41,2,1,"Galaxy","sz8inch","st32gb","r4gb","b8h","p499"
3,41,3,0,"Kindle","sz7inch","st128gb","r1gb","b7h","p169"
3,42,1,0,"iPad","sz8inch","st128gb","r2gb","b9h","p499"
3,42,2,1,"Galaxy","sz9inch","st64gb","r1gb","b8h","p399"
3,42,3,0,"Nexus","sz10inch","st128gb","r4gb","b9h","p399"
3,43,1,0,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
3,43,2,1,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
3,43,3,0,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
3,44,1,0,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
3,44,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
3,44,3,1,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
3,45,1,0,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
3,45,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
3,45,3,1,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
4,46,1,1,"Kindle","sz7inch","st16gb","r4gb","b7h","p169"
4,46,2,0,"Nexus","sz8inch","st64gb","r1gb","b8h","p399"
4,46,3,0,"Surface","sz10inch","st32gb","r2gb","b9h","p499"
4,47,1,0,"Nexus","sz7inch","st32gb","r1gb","b8h","p499"
4,47,2,1,"Galaxy","sz9inch","st128gb","r2gb","b7h","p199"
4,47,3,0,"iPad","sz8inch","st128gb","r4gb","b9h","p299"
4,48,1,1,"iPad","sz9inch","st16gb","r1gb","b9h","p169"
4,48,2,0,"Kindle","sz8inch","st32gb","r2gb","b7h","p499"
4,48,3,0,"Surface","sz10inch","st64gb","r4gb","b8h","p299"
4,49,1,0,"Galaxy","sz9inch","st16gb","r4gb","b7h","p399"
4,49,2,1,"Kindle","sz10inch","st64gb","r1gb","b9h","p199"
4,49,3,0,"Surface","sz7inch","st128gb","r2gb","b8h","p199"
4,50,1,1,"iPad","sz10inch","st32gb","r1gb","b8h","p169"
4,50,2,0,"Nexus","sz9inch","st128gb","r4gb","b7h","p299"
4,50,3,0,"Galaxy","sz7inch","st16gb","r2gb","b9h","p399"
4,51,1,0,"Surface","sz8inch","st64gb","r4gb","b7h","p399"
4,51,2,1,"Galaxy","sz10inch","st16gb","r1gb","b9h","p199"
4,51,3,0,"iPad","sz7inch","st128gb","r2gb","b8h","p299"
4,52,1,1,"Nexus","sz8inch","st64gb","r2gb","b8h","p169"
4,52,2,0,"Kindle","sz9inch","st128gb","r1gb","b9h","p499"
4,52,3,0,"Surface","sz9inch","st32gb","r4gb","b7h","p199"
4,53,1,1,"Nexus","sz8inch","st16gb","r2gb","b8h","p169"
4,53,2,0,"iPad","sz7inch","st32gb","r4gb","b9h","p399"
4,53,3,0,"Galaxy","sz10inch","st32gb","r1gb","b7h","p299"
4,54,1,1,"Kindle","sz9inch","st16gb","r2gb","b8h","p299"
4,54,2,0,"iPad","sz7inch","st64gb","r4gb","b7h","p499"
4,54,3,0,"Galaxy","sz10inch","st128gb","r1gb","b8h","p399"
4,55,1,0,"Nexus","sz9inch","st32gb","r4gb","b9h","p199"
4,55,2,1,"Surface","sz10inch","st64gb","r2gb","b9h","p169"
4,55,3,0,"Surface","sz8inch","st16gb","r1gb","b7h","p199"
4,56,1,0,"Kindle","sz10inch","st64gb","r2gb","b7h","p299"
4,56,2,0,"Galaxy","sz8inch","st32gb","r4gb","b8h","p499"
4,56,3,1,"Kindle","sz7inch","st128gb","r1gb","b7h","p169"
4,57,1,0,"iPad","sz8inch","st128gb","r2gb","b9h","p499"
4,57,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p399"
4,57,3,1,"Nexus","sz10inch","st128gb","r4gb","b9h","p399"
4,58,1,1,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
4,58,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
4,58,3,0,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
4,59,1,1,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
4,59,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
4,59,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
4,60,1,1,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
4,60,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
4,60,3,0,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
5,61,1,0,"Surface","sz7inch","st128gb","r4gb","b9h","p399"
5,61,2,0,"iPad","sz9inch","st32gb","r1gb","b7h","p169"
5,61,3,1,"Nexus","sz8inch","st64gb","r2gb","b8h","p169"
5,62,1,0,"Kindle","sz8inch","st64gb","r2gb","b9h","p499"
5,62,2,1,"Surface","sz9inch","st16gb","r1gb","b8h","p199"
5,62,3,0,"Kindle","sz7inch","st64gb","r4gb","b7h","p299"
5,63,1,0,"Galaxy","sz7inch","st128gb","r2gb","b9h","p299"
5,63,2,1,"Nexus","sz8inch","st32gb","r4gb","b7h","p199"
5,63,3,0,"Surface","sz10inch","st16gb","r1gb","b8h","p499"
5,64,1,0,"Nexus","sz9inch","st16gb","r4gb","b7h","p399"
5,64,2,1,"iPad","sz7inch","st16gb","r2gb","b9h","p169"
5,64,3,0,"iPad","sz10inch","st32gb","r1gb","b8h","p399"
5,65,1,0,"Nexus","sz10inch","st128gb","r2gb","b9h","p169"
5,65,2,1,"Kindle","sz8inch","st32gb","r4gb","b8h","p199"
5,65,3,0,"Galaxy","sz9inch","st64gb","r1gb","b7h","p299"
5,66,1,0,"Kindle","sz7inch","st128gb","r4gb","b7h","p499"
5,66,2,1,"iPad","sz8inch","st128gb","r1gb","b8h","p399"
5,66,3,0,"Surface","sz9inch","st32gb","r2gb","b9h","p499"
5,67,1,0,"Galaxy","sz10inch","st16gb","r1gb","b8h","p199"
5,67,2,0,"iPad","sz8inch","st32gb","r2gb","b7h","p399"
5,67,3,1,"Surface","sz9inch","st64gb","r4gb","b9h","p169"
5,68,1,1,"Nexus","sz7inch","st16gb","r4gb","b9h","p169"
5,68,2,0,"Galaxy","sz10inch","st32gb","r2gb","b7h","p299"
5,68,3,0,"Kindle","sz7inch","st128gb","r1gb","b8h","p299"
5,69,1,0,"Nexus","sz10inch","st128gb","r2gb","b8h","p499"
5,69,2,0,"iPad","sz9inch","st16gb","r4gb","b7h","p399"
5,69,3,1,"Surface","sz7inch","st64gb","r1gb","b9h","p199"
5,70,1,0,"Kindle","sz7inch","st16gb","r1gb","b9h","p199"
5,70,2,1,"Surface","sz8inch","st128gb","r2gb","b7h","p169"
5,70,3,0,"iPad","sz8inch","st64gb","r4gb","b8h","p299"
5,71,1,0,"Galaxy","sz10inch","st32gb","r1gb","b7h","p499"
5,71,2,1,"Nexus","sz10inch","st64gb","r4gb","b9h","p199"
5,71,3,0,"Kindle","sz9inch","st64gb","r2gb","b8h","p499"
5,72,1,1,"Surface","sz9inch","st128gb","r4gb","b8h","p169"
5,72,2,0,"Nexus","sz7inch","st32gb","r2gb","b9h","p399"
5,72,3,0,"Galaxy","sz8inch","st64gb","r1gb","b7h","p499"
5,73,1,1,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
5,73,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
5,73,3,0,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
5,74,1,1,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
5,74,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
5,74,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
5,75,1,0,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
5,75,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
5,75,3,1,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
6,76,1,0,"Surface","sz10inch","st32gb","r1gb","b7h","p299"
6,76,2,1,"Galaxy","sz9inch","st128gb","r4gb","b7h","p399"
6,76,3,0,"Kindle","sz7inch","st128gb","r2gb","b8h","p169"
6,77,1,1,"iPad","sz8inch","st64gb","r2gb","b9h","p299"
6,77,2,0,"iPad","sz10inch","st32gb","r4gb","b8h","p399"
6,77,3,0,"Nexus","sz10inch","st16gb","r1gb","b9h","p299"
6,78,1,1,"Kindle","sz9inch","st64gb","r4gb","b8h","p169"
6,78,2,0,"Galaxy","sz7inch","st64gb","r1gb","b9h","p499"
6,78,3,0,"Surface","sz8inch","st16gb","r2gb","b7h","p199"
6,79,1,0,"Galaxy","sz8inch","st16gb","r1gb","b9h","p169"
6,79,2,0,"Surface","sz9inch","st32gb","r2gb","b9h","p199"
6,79,3,1,"Nexus","sz7inch","st128gb","r4gb","b7h","p299"
6,80,1,0,"iPad","sz10inch","st64gb","r2gb","b8h","p499"
6,80,2,0,"Nexus","sz7inch","st32gb","r1gb","b7h","p399"
6,80,3,1,"Galaxy","sz9inch","st16gb","r4gb","b8h","p199"
6,81,1,1,"Surface","sz9inch","st64gb","r2gb","b7h","p399"
6,81,2,0,"Kindle","sz7inch","st128gb","r1gb","b8h","p299"
6,81,3,0,"Kindle","sz8inch","st32gb","r4gb","b9h","p499"
6,82,1,1,"Surface","sz8inch","st16gb","r2gb","b8h","p199"
6,82,2,0,"iPad","sz10inch","st128gb","r1gb","b9h","p169"
6,82,3,0,"Kindle","sz9inch","st128gb","r1gb","b7h","p499"
6,83,1,0,"Surface","sz10inch","st16gb","r2gb","b7h","p169"
6,83,2,0,"iPad","sz8inch","st64gb","r4gb","b8h","p299"
6,83,3,1,"Nexus","sz9inch","st32gb","r4gb","b9h","p169"
6,84,1,1,"iPad","sz10inch","st32gb","r2gb","b8h","p199"
6,84,2,0,"Kindle","sz8inch","st32gb","r1gb","b7h","p299"
6,84,3,0,"Galaxy","sz7inch","st64gb","r4gb","b9h","p399"
6,85,1,0,"Galaxy","sz8inch","st128gb","r2gb","b8h","p499"
6,85,2,0,"Surface","sz7inch","st16gb","r1gb","b8h","p399"
6,85,3,1,"Nexus","sz9inch","st128gb","r4gb","b7h","p299"
6,86,1,0,"Kindle","sz10inch","st64gb","r4gb","b9h","p499"
6,86,2,0,"Nexus","sz10inch","st16gb","r1gb","b9h","p169"
6,86,3,1,"iPad","sz7inch","st16gb","r2gb","b7h","p499"
6,87,1,0,"Galaxy","sz8inch","st64gb","r1gb","b9h","p199"
6,87,2,0,"Galaxy","sz9inch","st128gb","r2gb","b8h","p399"
6,87,3,1,"Surface","sz7inch","st64gb","r4gb","b7h","p169"
6,88,1,1,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
6,88,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
6,88,3,0,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
6,89,1,1,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
6,89,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
6,89,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
6,90,1,1,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
6,90,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
6,90,3,0,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
7,91,1,0,"Nexus","sz9inch","st32gb","r2gb","b8h","p199"
7,91,2,1,"Surface","sz7inch","st16gb","r4gb","b8h","p299"
7,91,3,0,"Kindle","sz7inch","st64gb","r1gb","b9h","p499"
7,92,1,1,"iPad","sz8inch","st16gb","r1gb","b7h","p299"
7,92,2,0,"Surface","sz9inch","st128gb","r2gb","b9h","p169"
7,92,3,0,"Nexus","sz7inch","st64gb","r4gb","b7h","p499"
7,93,1,0,"Kindle","sz9inch","st16gb","r1gb","b8h","p499"
7,93,2,1,"iPad","sz8inch","st32gb","r2gb","b7h","p399"
7,93,3,0,"Galaxy","sz10inch","st128gb","r4gb","b8h","p169"
7,94,1,0,"Galaxy","sz8inch","st64gb","r1gb","b9h","p199"
7,94,2,1,"Surface","sz10inch","st16gb","r2gb","b7h","p399"
7,94,3,0,"Kindle","sz7inch","st128gb","r4gb","b8h","p199"
7,95,1,1,"iPad","sz9inch","st32gb","r2gb","b9h","p299"
7,95,2,0,"Nexus","sz10inch","st64gb","r1gb","b7h","p499"
7,95,3,0,"Kindle","sz7inch","st16gb","r4gb","b9h","p169"
7,96,1,0,"Galaxy","sz7inch","st32gb","r2gb","b9h","p399"
7,96,2,0,"Surface","sz8inch","st128gb","r1gb","b7h","p299"
7,96,3,1,"iPad","sz10inch","st16gb","r4gb","b8h","p199"
7,97,1,0,"iPad","sz7inch","st128gb","r1gb","b8h","p169"
7,97,2,0,"Nexus","sz9inch","st64gb","r2gb","b7h","p169"
7,97,3,1,"Kindle","sz8inch","st32gb","r4gb","b9h","p199"
7,98,1,0,"Galaxy","sz8inch","st64gb","r4gb","b9h","p299"
7,98,2,0,"Surface","sz7inch","st32gb","r1gb","b8h","p399"
7,98,3,1,"Surface","sz10inch","st16gb","r2gb","b7h","p499"
7,99,1,0,"Nexus","sz9inch","st128gb","r1gb","b7h","p199"
7,99,2,1,"iPad","sz9inch","st64gb","r4gb","b8h","p399"
7,99,3,0,"Nexus","sz10inch","st16gb","r2gb","b9h","p299"
7,100,1,0,"Galaxy","sz8inch","st32gb","r4gb","b7h","p169"
7,100,2,1,"iPad","sz9inch","st64gb","r2gb","b8h","p499"
7,100,3,0,"Kindle","sz10inch","st32gb","r1gb","b9h","p299"
7,101,1,0,"Kindle","sz8inch","st128gb","r4gb","b8h","p199"
7,101,2,1,"Galaxy","sz9inch","st16gb","r1gb","b7h","p199"
7,101,3,0,"Nexus","sz7inch","st32gb","r2gb","b9h","p399"
7,102,1,1,"Surface","sz7inch","st16gb","r4gb","b9h","p499"
7,102,2,0,"Kindle","sz8inch","st64gb","r2gb","b8h","p399"
7,102,3,0,"Nexus","sz10inch","st32gb","r1gb","b7h","p499"
7,103,1,0,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
7,103,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
7,103,3,1,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
7,104,1,0,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
7,104,2,1,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
7,104,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
7,105,1,0,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
7,105,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
7,105,3,1,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
8,106,1,0,"Kindle","sz7inch","st16gb","r4gb","b7h","p169"
8,106,2,0,"Nexus","sz8inch","st64gb","r1gb","b8h","p399"
8,106,3,1,"Surface","sz10inch","st32gb","r2gb","b9h","p499"
8,107,1,0,"Nexus","sz7inch","st32gb","r1gb","b8h","p499"
8,107,2,0,"Galaxy","sz9inch","st128gb","r2gb","b7h","p199"
8,107,3,1,"iPad","sz8inch","st128gb","r4gb","b9h","p299"
8,108,1,1,"iPad","sz9inch","st16gb","r1gb","b9h","p169"
8,108,2,0,"Kindle","sz8inch","st32gb","r2gb","b7h","p499"
8,108,3,0,"Surface","sz10inch","st64gb","r4gb","b8h","p299"
8,109,1,0,"Galaxy","sz9inch","st16gb","r4gb","b7h","p399"
8,109,2,1,"Kindle","sz10inch","st64gb","r1gb","b9h","p199"
8,109,3,0,"Surface","sz7inch","st128gb","r2gb","b8h","p199"
8,110,1,1,"iPad","sz10inch","st32gb","r1gb","b8h","p169"
8,110,2,0,"Nexus","sz9inch","st128gb","r4gb","b7h","p299"
8,110,3,0,"Galaxy","sz7inch","st16gb","r2gb","b9h","p399"
8,111,1,0,"Surface","sz8inch","st64gb","r4gb","b7h","p399"
8,111,2,0,"Galaxy","sz10inch","st16gb","r1gb","b9h","p199"
8,111,3,1,"iPad","sz7inch","st128gb","r2gb","b8h","p299"
8,112,1,0,"Nexus","sz8inch","st64gb","r2gb","b8h","p169"
8,112,2,0,"Kindle","sz9inch","st128gb","r1gb","b9h","p499"
8,112,3,1,"Surface","sz9inch","st32gb","r4gb","b7h","p199"
8,113,1,0,"Nexus","sz8inch","st16gb","r2gb","b8h","p169"
8,113,2,1,"iPad","sz7inch","st32gb","r4gb","b9h","p399"
8,113,3,0,"Galaxy","sz10inch","st32gb","r1gb","b7h","p299"
8,114,1,0,"Kindle","sz9inch","st16gb","r2gb","b8h","p299"
8,114,2,1,"iPad","sz7inch","st64gb","r4gb","b7h","p499"
8,114,3,0,"Galaxy","sz10inch","st128gb","r1gb","b8h","p399"
8,115,1,0,"Nexus","sz9inch","st32gb","r4gb","b9h","p199"
8,115,2,1,"Surface","sz10inch","st64gb","r2gb","b9h","p169"
8,115,3,0,"Surface","sz8inch","st16gb","r1gb","b7h","p199"
8,116,1,1,"Kindle","sz10inch","st64gb","r2gb","b7h","p299"
8,116,2,0,"Galaxy","sz8inch","st32gb","r4gb","b8h","p499"
8,116,3,0,"Kindle","sz7inch","st128gb","r1gb","b7h","p169"
8,117,1,1,"iPad","sz8inch","st128gb","r2gb","b9h","p499"
8,117,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p399"
8,117,3,0,"Nexus","sz10inch","st128gb","r4gb","b9h","p399"
8,118,1,0,"Nexus","sz8inch","st32gb","r4gb","b7h","p169"
8,118,2,0,"Galaxy","sz9inch","st64gb","r1gb","b8h","p169"
8,118,3,1,"Surface","sz10inch","st16gb","r2gb","b9h","p169"
8,119,1,0,"Kindle","sz7inch","st32gb","r1gb","b9h","p169"
8,119,2,1,"iPad","sz7inch","st64gb","r2gb","b8h","p499"
8,119,3,0,"Galaxy","sz7inch","st32gb","r1gb","b9h","p199"
8,120,1,0,"iPad","sz8inch","st128gb","r1gb","b7h","p399"
8,120,2,0,"iPad","sz7inch","st64gb","r2gb","b8h","p399"
8,120,3,1,"iPad","sz9inch","st32gb","r4gb","b9h","p399"
9,121,1,0,"Kindle","sz9inch","st32gb","r2gb","b7h","p399"
9,121,2,0,"iPad","sz8inch","st16gb","r1gb","b9h","p299"
9,121,3,1,"Galaxy","sz10inch","st64gb","r4gb","b8h","p299"
9,122,1,0,"Nexus","sz7inch","st16gb","r1gb","b7h","p199"
9,122,2,0,"iPad","sz10inch","st128gb","r4gb","b9h","p499"
9,122,3,1,"Kindle","sz7inch","st32gb","r2gb","b8h","p169"
9,123,1,0,"Kindle","sz8inch","st16gb","r2gb","b7h","p399"
